date,open,high,low,close,volume
2025-07-31 13:30:00+05:30,1519.8,1524.3,1519.0,1521.6,343293
2025-07-31 13:45:00+05:30,1521.6,1522.9,1520.0,1520.3,161445
2025-07-31 14:00:00+05:30,1520.3,1527.1,1520.2,1523.5,263364
2025-07-31 14:15:00+05:30,1523.6,1523.6,1518.0,1518.6,107848
2025-07-31 14:30:00+05:30,1518.3,1521.3,1517.2,1519.1,341855
2025-07-31 14:45:00+05:30,1519.1,1519.2,1514.8,1515.7,263557
2025-07-31 15:00:00+05:30,1515.7,1515.7,1507.8,1508.8,939697
2025-07-31 15:15:00+05:30,1508.8,1510.5,1506.7,1508.9,777023
2025-08-01 09:15:00+05:30,1493.9,1498.7,1481.5,1490.9,600842
2025-08-01 09:30:00+05:30,1490.9,1494.9,1487.4,1493.3,273666
2025-08-01 09:45:00+05:30,1493.3,1494.9,1490.6,1494.3,309268
2025-08-01 10:00:00+05:30,1494.3,1494.4,1491.2,1492.0,111957
2025-08-01 10:15:00+05:30,1491.8,1494.0,1491.5,1493.1,246508
2025-08-01 10:30:00+05:30,1493.1,1495.3,1489.7,1490.0,319274
2025-08-01 10:45:00+05:30,1490.0,1491.4,1488.2,1490.3,241521
2025-08-01 11:00:00+05:30,1490.6,1491.8,1486.0,1488.1,366401
2025-08-01 11:15:00+05:30,1487.9,1490.0,1485.2,1485.8,143180
2025-08-01 11:30:00+05:30,1486.0,1486.1,1481.5,1481.8,244920
2025-08-01 11:45:00+05:30,1481.8,1482.6,1479.2,1480.6,1085126
2025-08-01 12:00:00+05:30,1480.6,1482.1,1479.6,1481.1,189040
2025-08-01 12:15:00+05:30,1481.1,1482.6,1480.0,1481.0,147003
2025-08-01 12:30:00+05:30,1481.0,1481.6,1471.7,1473.5,458164
2025-08-01 12:45:00+05:30,1473.7,1475.1,1472.0,1474.1,105504
2025-08-01 13:00:00+05:30,1474.1,1475.9,1472.0,1474.4,224144
2025-08-01 13:15:00+05:30,1474.4,1476.0,1473.0,1474.6,137006
2025-08-01 13:30:00+05:30,1474.8,1475.1,1470.0,1474.7,231794
2025-08-01 13:45:00+05:30,1475.0,1475.9,1473.5,1474.8,313357
2025-08-01 14:00:00+05:30,1474.8,1476.5,1473.0,1475.8,178784
2025-08-01 14:15:00+05:30,1475.7,1475.9,1472.5,1472.7,179221
2025-08-01 14:30:00+05:30,1472.7,1476.2,1472.0,1475.0,195838
2025-08-01 14:45:00+05:30,1475.0,1475.4,1472.0,1472.0,213499
2025-08-01 15:00:00+05:30,1472.1,1473.8,1465.5,1466.5,905289
2025-08-01 15:15:00+05:30,1466.5,1471.2,1466.1,1468.3,1223019
2025-08-04 09:15:00+05:30,1461.5,1464.7,1451.0,1464.2,634863
2025-08-04 09:30:00+05:30,1464.0,1464.9,1457.8,1458.8,656003
2025-08-04 09:45:00+05:30,1458.7,1461.6,1455.4,1460.9,230378
2025-08-04 10:00:00+05:30,1460.9,1465.7,1458.8,1461.3,166555
2025-08-04 10:15:00+05:30,1461.3,1462.9,1459.0,1460.0,440560
2025-08-04 10:30:00+05:30,1459.5,1463.0,1459.3,1461.9,81679
2025-08-04 10:45:00+05:30,1462.1,1462.6,1459.1,1460.9,128444
2025-08-04 11:00:00+05:30,1460.9,1463.4,1460.3,1463.0,222559
2025-08-04 11:15:00+05:30,1462.9,1466.8,1462.9,1465.4,439759
2025-08-04 11:30:00+05:30,1465.4,1467.6,1461.5,1465.8,398508
2025-08-04 11:45:00+05:30,1465.8,1466.5,1464.5,1465.0,68345
2025-08-04 12:00:00+05:30,1465.1,1466.0,1463.3,1464.5,104899
2025-08-04 12:15:00+05:30,1464.5,1465.6,1462.5,1464.4,594908
2025-08-04 12:30:00+05:30,1464.8,1465.4,1463.9,1464.3,121638
2025-08-04 12:45:00+05:30,1464.5,1471.3,1462.8,1471.3,454360
2025-08-04 13:00:00+05:30,1470.9,1471.9,1467.1,1470.7,210143
2025-08-04 13:15:00+05:30,1470.7,1471.5,1466.0,1468.8,157933
2025-08-04 13:30:00+05:30,1468.8,1475.0,1468.8,1474.7,169219
2025-08-04 13:45:00+05:30,1474.7,1479.2,1474.2,1478.6,177414
2025-08-04 14:00:00+05:30,1478.6,1481.8,1475.8,1479.3,279815
2025-08-04 14:15:00+05:30,1479.2,1480.8,1478.6,1480.3,188212
2025-08-04 14:30:00+05:30,1480.4,1482.1,1480.0,1480.0,431753
2025-08-04 14:45:00+05:30,1480.0,1482.5,1480.0,1481.3,343341
2025-08-04 15:00:00+05:30,1481.3,1482.8,1478.7,1480.6,900585
2025-08-04 15:15:00+05:30,1480.5,1482.0,1477.0,1480.5,877579
2025-08-05 09:15:00+05:30,1478.7,1478.7,1460.6,1472.0,396292
2025-08-05 09:30:00+05:30,1471.9,1474.2,1463.6,1464.5,280903
2025-08-05 09:45:00+05:30,1464.5,1465.0,1459.1,1459.8,307974
2025-08-05 10:00:00+05:30,1459.8,1463.3,1456.6,1459.0,228496
2025-08-05 10:15:00+05:30,1459.0,1462.5,1458.1,1460.4,189885
2025-08-05 10:30:00+05:30,1460.9,1461.9,1455.0,1457.2,1530774
2025-08-05 10:45:00+05:30,1456.7,1459.6,1456.7,1458.2,115318
2025-08-05 11:00:00+05:30,1458.3,1458.9,1457.0,1458.9,118788
2025-08-05 11:15:00+05:30,1458.8,1458.9,1457.5,1457.7,138573
2025-08-05 11:30:00+05:30,1457.7,1458.9,1456.6,1458.8,141720
2025-08-05 11:45:00+05:30,1458.9,1461.2,1458.1,1461.0,303560
2025-08-05 12:00:00+05:30,1461.0,1465.0,1459.8,1464.0,387615
2025-08-05 12:15:00+05:30,1464.4,1464.5,1462.0,1463.1,290205
2025-08-05 12:30:00+05:30,1463.3,1464.0,1460.1,1463.8,305847
2025-08-05 12:45:00+05:30,1463.9,1464.1,1459.1,1460.1,1407041
2025-08-05 13:00:00+05:30,1459.6,1460.6,1457.0,1458.1,187998
2025-08-05 13:15:00+05:30,1457.8,1458.9,1456.0,1456.0,172508
2025-08-05 13:30:00+05:30,1456.3,1457.6,1455.3,1457.0,175172
2025-08-05 13:45:00+05:30,1457.0,1458.9,1456.7,1458.7,202417
2025-08-05 14:00:00+05:30,1458.7,1459.3,1456.6,1458.1,221980
2025-08-05 14:15:00+05:30,1458.2,1460.8,1457.9,1460.1,352660
2025-08-05 14:30:00+05:30,1460.0,1461.0,1457.7,1459.4,372081
2025-08-05 14:45:00+05:30,1460.0,1460.0,1455.5,1456.0,458324
2025-08-05 15:00:00+05:30,1456.0,1461.6,1455.8,1461.3,799514
2025-08-05 15:15:00+05:30,1461.3,1461.6,1458.3,1460.0,1107798
2025-08-06 09:15:00+05:30,1452.0,1456.1,1443.0,1445.8,701208
2025-08-06 09:30:00+05:30,1445.8,1446.6,1442.7,1444.4,285915
2025-08-06 09:45:00+05:30,1444.5,1445.9,1442.0,1443.7,1167451
2025-08-06 10:00:00+05:30,1443.8,1443.8,1441.0,1441.5,233922
2025-08-06 10:15:00+05:30,1441.4,1442.9,1438.0,1439.0,348999
2025-08-06 10:30:00+05:30,1438.8,1439.3,1434.1,1435.8,378654
2025-08-06 10:45:00+05:30,1435.7,1438.4,1435.0,1437.1,315043
2025-08-06 11:00:00+05:30,1437.0,1438.8,1436.6,1437.8,278609
2025-08-06 11:15:00+05:30,1437.8,1439.6,1436.3,1439.3,239893
2025-08-06 11:30:00+05:30,1439.3,1439.8,1436.0,1436.4,266998
2025-08-06 11:45:00+05:30,1436.4,1441.8,1436.2,1440.6,390127
2025-08-06 12:00:00+05:30,1440.6,1442.5,1440.2,1441.7,186179
2025-08-06 12:15:00+05:30,1441.8,1446.0,1441.2,1445.1,268908
2025-08-06 12:30:00+05:30,1445.1,1446.0,1442.0,1443.0,247993
2025-08-06 12:45:00+05:30,1443.0,1444.1,1441.4,1443.4,202082
2025-08-06 13:00:00+05:30,1443.5,1444.3,1440.7,1443.4,301308
2025-08-06 13:15:00+05:30,1443.4,1445.2,1442.0,1444.5,238413
2025-08-06 13:30:00+05:30,1444.7,1445.2,1441.0,1443.0,209260
2025-08-06 13:45:00+05:30,1443.0,1443.1,1438.0,1438.1,411543
2025-08-06 14:00:00+05:30,1438.2,1439.7,1437.5,1438.5,222451
2025-08-06 14:15:00+05:30,1438.5,1439.5,1438.0,1438.4,209853
2025-08-06 14:30:00+05:30,1438.4,1439.8,1437.6,1438.1,294064
2025-08-06 14:45:00+05:30,1438.0,1439.3,1436.9,1438.1,769935
2025-08-06 15:00:00+05:30,1438.1,1439.3,1437.2,1437.5,1346744
2025-08-06 15:15:00+05:30,1437.6,1437.6,1430.3,1433.0,1015711
2025-08-07 09:15:00+05:30,1430.0,1438.9,1429.0,1436.2,329820
