date,open,high,low,close,volume,symbol,EMA_9,EMA_21,RSI_MA_14_20,ORB_High,ADX_14,Signal
2025-08-22T12:25:00.000000,12670.05,12670.05,12670.0,12670.0,27,ULTRACEMCO,12685.67081236992,12704.071030362262,31.72833828102693,12857.35,58.798735465616296,SELL
2025-08-22T12:30:00.000000,12670.0,12670.0,12670.0,12670.0,0,ULTRACEMCO,12682.536649895937,12700.973663965693,31.572807077448466,12857.35,58.45407687012433,SELL
2025-08-22T12:35:00.000000,12670.0,12670.0,12670.0,12670.0,0,ULTRACEMCO,12680.02931991675,12698.157876332449,31.46593981194742,12857.35,58.134036745738946,SELL
2025-08-22T12:40:00.000000,12670.0,12670.0,12670.0,12670.0,0,ULTRACEMCO,12678.0234559334,12695.598069393136,31.509219654039605,12857.35,57.83685663023823,SELL
2025-08-22T12:45:00.000000,12670.0,12670.0,12670.0,12670.0,0,ULTRACEMCO,12676.41876474672,12693.270972175578,31.480473655859363,12857.35,57.560903665844705,SELL
2025-08-22T12:50:00.000000,12670.0,12670.0,12655.05,12664.85,226,ULTRACEMCO,12674.105011797377,12690.687247432345,31.46112987377767,12857.35,57.92880988640561,SELL
2025-08-22T12:55:00.000000,12664.85,12664.85,12650.9,12650.9,25,ULTRACEMCO,12669.464009437901,12687.070224938496,31.490313343796874,12857.35,58.41348164651348,SELL
2025-08-22T13:00:00.000000,12650.0,12653.15,12638.5,12638.5,41,ULTRACEMCO,12663.27120755032,12682.654749944088,31.440377169254567,12857.35,59.23492012409094,SELL
2025-08-22T13:05:00.000000,12638.5,12646.8,12637.0,12645.15,36,ULTRACEMCO,12659.646966040256,12679.245227221898,31.285039696239018,12857.35,60.03815994276443,SELL
2025-08-22T13:10:00.000000,12645.15,12646.8,12645.15,12646.8,1,ULTRACEMCO,12657.077572832204,12676.295661110817,31.325728793282572,12857.35,60.78402548867553,SELL
2025-08-22T13:15:00.000000,12646.8,12646.8,12645.0,12645.0,30,ULTRACEMCO,12654.662058265763,12673.450601009834,31.137254101776307,12857.35,61.48121067536305,SELL
2025-08-22T13:20:00.000000,12645.0,12651.05,12645.0,12651.05,3,ULTRACEMCO,12653.93964661261,12671.414182736213,31.215334754824077,12857.35,61.36896763984148,SELL
2025-08-22T13:25:00.000000,12651.05,12651.05,12641.05,12650.9,5,ULTRACEMCO,12653.331717290088,12669.54925703292,31.352298517844325,12857.35,61.43297091089538,SELL
2025-08-22T13:30:00.000000,12650.9,12650.9,12628.1,12641.0,62,ULTRACEMCO,12650.86537383207,12666.953870029927,31.491980673410392,12857.35,61.955429435300296,SELL
2025-08-22T13:35:00.000000,12641.0,12641.0,12641.0,12641.0,0,ULTRACEMCO,12648.892299065656,12664.594427299933,31.228122840870082,12857.35,62.4405694936763,SELL
2025-08-22T13:40:00.000000,12641.0,12641.0,12626.0,12626.0,13,ULTRACEMCO,12644.313839252525,12661.085842999939,30.687763369367495,12857.35,63.30962079960178,SELL
2025-08-22T13:45:00.000000,12626.0,12628.65,12613.6,12620.0,9,ULTRACEMCO,12639.45107140202,12657.350766363581,29.874698269761957,12857.35,64.37604918772728,SELL
2025-08-22T13:50:00.000000,12620.0,12620.0,12620.0,12620.0,4,ULTRACEMCO,12635.560857121616,12653.95524214871,29.15830802357835,12857.35,65.3663041195581,SELL
2025-08-22T13:55:00.000000,12620.0,12627.25,12613.9,12627.25,43,ULTRACEMCO,12633.898685697293,12651.527492862464,28.77563310061139,12857.35,65.16010133898108,SELL
2025-08-22T14:00:00.000000,12627.25,12642.85,12618.35,12642.85,16,ULTRACEMCO,12635.688948557834,12650.738629874968,29.236262163608522,12857.35,62.995071718388076,
2025-08-22T14:05:00.000000,12642.85,12642.85,12642.85,12642.85,0,ULTRACEMCO,12637.121158846267,12650.021481704516,29.697486219982245,12857.35,60.98468707069457,
2025-08-22T14:10:00.000000,12642.85,12642.85,12628.1,12628.1,3,ULTRACEMCO,12635.316927077014,12648.028619731378,29.854634861331114,12857.35,59.84928685663432,SELL
2025-08-22T14:15:00.000000,12628.1,12628.1,12624.0,12624.0,1,ULTRACEMCO,12633.053541661611,12645.844199755798,29.937685984995806,12857.35,58.97122434098218,SELL
2025-08-22T14:20:00.000000,12624.0,12634.0,12624.0,12634.0,12,ULTRACEMCO,12633.242833329288,12644.767454323453,30.35903256688822,12857.35,57.469735682012,
2025-08-22T14:25:00.000000,12634.0,12634.0,12634.0,12634.0,0,ULTRACEMCO,12633.39426666343,12643.788594839503,30.780379148780632,12857.35,56.075496212968254,
2025-08-22T14:30:00.000000,12634.0,12636.85,12620.0,12636.85,25,ULTRACEMCO,12634.085413330744,12643.157813490458,31.382979080644418,12857.35,55.45424201525393,
2025-08-22T14:35:00.000000,12636.85,12636.85,12635.85,12635.85,10,ULTRACEMCO,12634.438330664596,12642.493466809507,32.16099541156761,12857.35,54.877363117376355,
2025-08-22T14:40:00.000000,12635.85,12635.85,12620.0,12620.0,5,ULTRACEMCO,12631.550664531676,12640.44860619046,32.733150411930005,12857.35,54.96682249009766,SELL
2025-08-22T14:45:00.000000,12620.0,12620.0,12600.05,12612.7,38,ULTRACEMCO,12627.780531625342,12637.926005627693,32.932451419954376,12857.35,55.62636666983661,SELL
2025-08-22T14:50:00.000000,12612.7,12618.0,12612.7,12618.0,4,ULTRACEMCO,12625.824425300274,12636.11455057063,33.26981520342666,12857.35,56.23880055102277,SELL
2025-08-22T14:55:00.000000,12618.0,12618.0,12613.95,12613.95,10,ULTRACEMCO,12623.449540240219,12634.099591427845,33.55382884939736,12857.35,56.80748915498135,SELL
2025-08-22T15:00:00.000000,12613.95,12613.95,12599.9,12600.0,68,ULTRACEMCO,12618.759632192176,12630.999628570768,33.3659436588256,12857.35,57.69171110228523,SELL
2025-08-22T15:05:00.000000,12600.0,12612.35,12591.0,12595.0,36,ULTRACEMCO,12614.00770575374,12627.726935064335,33.10453725023117,12857.35,58.70375023676327,SELL
2025-08-22T15:10:00.000000,12595.0,12595.0,12557.3,12573.1,412,ULTRACEMCO,12605.826164602991,12622.760850058487,32.7459217872456,12857.35,60.16881640556266,SELL
2025-08-22T15:15:00.000000,12573.1,12587.65,12565.05,12584.5,53,ULTRACEMCO,12601.560931682394,12619.28259096226,32.77786699130146,12857.35,61.529234990876375,SELL
2025-08-22T15:20:00.000000,12584.5,12591.1,12574.05,12585.9,134,ULTRACEMCO,12598.428745345915,12616.247809965691,33.08788148920735,12857.35,62.407214683910695,SELL
2025-08-22T15:25:00.000000,12585.9,12614.95,12585.9,12614.7,117,ULTRACEMCO,12601.682996276732,12616.10709996881,34.254221287587306,12857.35,60.949793919768204,
2025-08-25T09:15:00.000000,12614.75,12722.25,12614.75,12679.55,91,ULTRACEMCO,12617.256397021385,12621.874636335282,36.366978945254594,12722.25,58.36348517046377,
2025-08-25T09:20:00.000000,12679.55,12693.85,12642.0,12648.0,78,ULTRACEMCO,12623.405117617109,12624.249669395711,37.65366041478874,12722.25,55.961912760395364,
2025-08-25T09:25:00.000000,12648.0,12669.85,12642.05,12669.85,59,ULTRACEMCO,12632.694094093687,12628.395153996102,38.60796655878839,12722.25,53.73188123676041,
2025-08-25T09:30:00.000000,12669.85,12670.0,12665.0,12670.0,3,ULTRACEMCO,12640.15527527495,12632.17741272373,39.563821433091064,12722.25,51.66554562146366,
