date,open,high,low,close,volume,symbol,expiry,EMA_9,EMA_21,RSI_MA_14_20,ORB_High,ADX_14,Signal,EntryPrice,ExitPrice,StopLoss,Target,ExitSignals
2025-10-14T10:35:00.000000,349.3,349.6,349.3,349.4,24090,ETERNAL,NaN,348.6366710060323,348.2415632856235,53.803929920116104,351.95,27.720630539937964,,,,,,
2025-10-14T10:40:00.000000,349.4,349.7,348.75,348.85,34951,ETERNAL,NaN,348.6793368048259,348.29687571420317,54.01817554031974,351.95,27.959063210745875,,,,,,
2025-10-14T10:45:00.000000,348.85,349.55,348.85,349.4,21415,ETERNAL,NaN,348.8234694438607,348.3971597401847,54.6062360930937,351.95,28.180464976496076,,,,,,
2025-10-14T10:50:00.000000,349.4,349.7,349.1,349.15,20731,ETERNAL,NaN,348.88877555508856,348.4655997638043,54.88562635983396,351.95,28.529165295623898,,,,,,
2025-10-14T10:55:00.000000,349.15,349.45,349.05,349.3,12544,ETERNAL,NaN,348.97102044407086,348.54145433073114,55.25038322341669,351.95,28.7548264925023,,,,,,
2025-10-14T11:00:00.000000,349.3,349.35,349.0,349.15,8612,ETERNAL,NaN,349.00681635525666,348.59677666430105,55.41847532831966,351.95,28.860929747460975,,,,,,
2025-10-14T11:05:00.000000,349.15,349.4,349.0,349.05,10993,ETERNAL,NaN,349.0154530842053,348.63797878572825,55.4599695688425,351.95,29.017773776925434,,,,,,
2025-10-14T11:10:00.000000,349.05,349.2,348.45,348.75,45244,ETERNAL,NaN,348.96236246736424,348.6481625324802,55.16910913335658,351.95,28.023541074605667,,,,,,
2025-10-14T11:15:00.000000,348.75,348.75,347.9,347.9,33062,ETERNAL,NaN,348.7498899738914,348.5801477568002,54.114796271762096,351.95,26.147225427731517,,,,,,
2025-10-14T11:20:00.000000,347.9,348.4,347.45,347.55,35353,ETERNAL,NaN,348.50991197911316,348.4864979607275,52.885065786957426,351.95,24.827827328836616,,,,,,
2025-10-14T11:25:00.000000,347.55,348.05,347.1,347.95,21097,ETERNAL,NaN,348.39792958329053,348.4377254188432,52.19123516055363,351.95,24.07773329577116,,,,,,
2025-10-14T11:30:00.000000,347.95,348.6,347.9,348.6,20329,ETERNAL,NaN,348.4383436666324,348.4524776534938,52.16307338582377,351.95,22.493853944926435,,,,,,
2025-10-14T11:35:00.000000,348.6,349.1,348.5,349.1,17855,ETERNAL,NaN,348.57067493330595,348.511343321358,52.53838799700031,351.95,21.45108110628556,,,,,,
2025-10-14T11:40:00.000000,349.1,349.4,348.55,348.65,17255,ETERNAL,NaN,348.58653994664473,348.52394847396187,52.460310808914514,351.95,20.867633602498785,,,,,,
2025-10-14T11:45:00.000000,348.65,348.7,348.05,348.65,23715,ETERNAL,NaN,348.5992319573158,348.5354077036017,52.38966954350356,351.95,19.55701934508061,,,,,,
2025-10-14T11:50:00.000000,348.65,348.65,348.35,348.5,14273,ETERNAL,NaN,348.57938556585265,348.5321888214561,52.18128426349344,351.95,18.340020391763733,,,,,,
2025-10-14T11:55:00.000000,348.5,348.8,348.25,348.45,18528,ETERNAL,NaN,348.55350845268214,348.5247171104146,51.94292921025926,351.95,17.43277194481337,,,,,,
2025-10-14T12:00:00.000000,348.45,349.1,348.45,348.9,27173,ETERNAL,NaN,348.62280676214573,348.55883373674055,52.16686575813893,351.95,17.024937322107174,,,,,,
2025-10-14T12:05:00.000000,348.9,348.9,347.8,347.85,28839,ETERNAL,NaN,348.4682454097166,348.4943943061278,51.40089797485948,351.95,16.015157384513575,,,,,,
2025-10-14T12:10:00.000000,347.85,347.95,347.4,347.65,11882,ETERNAL,NaN,348.30459632777325,348.4176311873889,50.55238750088893,351.95,15.630750678038444,,,,,,
2025-10-14T12:15:00.000000,347.65,348.0,347.6,347.8,11361,ETERNAL,NaN,348.2036770622186,348.3614828976263,49.94362262650315,351.95,15.189857772182734,,,,,,
2025-10-14T12:20:00.000000,347.8,348.0,347.5,347.75,20527,ETERNAL,NaN,348.1129416497749,348.30589354329663,49.34947594760407,351.95,14.925114848442629,,,,,,
2025-10-14T12:25:00.000000,347.75,347.75,346.1,346.1,26162,ETERNAL,NaN,347.7103533198199,348.1053577666333,47.695802064489584,351.95,16.273771947750284,,,,,,
2025-10-14T12:30:00.000000,345.9,346.05,344.9,345.25,49299,ETERNAL,NaN,347.2182826558559,347.84577978784847,45.8051407842701,351.95,18.418914246509637,,,,,,
2025-10-14T12:35:00.000000,345.25,345.3,343.8,343.9,33628,ETERNAL,NaN,346.5546261246847,347.4870725344077,43.61369718523081,351.95,21.01344037394214,,,,,,
2025-10-14T12:40:00.000000,343.85,344.4,343.1,343.3,40344,ETERNAL,NaN,345.9037008997478,347.10642957673423,41.45759330283692,351.95,23.736894265813756,,,,,,
2025-10-14T12:45:00.000000,343.3,344.4,343.25,344.35,18758,ETERNAL,NaN,345.5929607197982,346.8558450697584,40.49137492625063,351.95,26.265815736837403,,,,,,
2025-10-14T12:50:00.000000,344.35,345.0,344.2,344.5,23609,ETERNAL,NaN,345.37436857583856,346.641677336144,39.74623381529522,351.95,27.612420462955207,SELL,344.5,,347.25600000000003,337.61,
2025-10-14T12:55:00.000000,344.5,344.8,344.0,344.8,16794,ETERNAL,NaN,345.2594948606708,346.4742521237673,39.3334360706149,351.95,28.983040825723176,,,,347.25600000000003,337.61,
2025-10-14T13:00:00.000000,344.8,344.8,343.7,343.75,18559,ETERNAL,NaN,344.9575958885367,346.22659283978845,38.51081774349127,351.95,30.435094994614584,,,343.75,,,EXIT_SELL_TRAIL
2025-10-14T13:05:00.000000,343.75,344.45,343.7,344.3,17843,ETERNAL,NaN,344.82607671082934,346.05144803617134,38.22774080406573,351.95,31.783431008585175,SELL,344.3,,347.0544,337.414,
2025-10-14T13:10:00.000000,344.3,344.75,343.85,343.95,25155,ETERNAL,NaN,344.65086136866347,345.8604073056103,37.816954706143996,351.95,32.4820008491443,,,343.95,,,EXIT_SELL_TRAIL
2025-10-14T13:15:00.000000,343.95,344.25,343.95,344.0,10779,ETERNAL,NaN,344.5206890949308,345.6912793687366,37.48923048363253,351.95,33.1306728439492,SELL,344.0,,346.752,337.12,
2025-10-14T13:20:00.000000,344.0,344.2,343.9,344.2,3353,ETERNAL,NaN,344.4565512759446,345.5557085170333,37.37518662036311,351.95,33.77446429078198,,,,346.752,337.12,
2025-10-14T13:25:00.000000,344.2,345.0,344.2,345.0,16615,ETERNAL,NaN,344.5652410207557,345.50518956093936,37.94982805131236,351.95,32.88871724047604,,,,346.752,337.12,
2025-10-14T13:30:00.000000,345.0,346.3,344.9,346.3,24018,ETERNAL,NaN,344.91219281660454,345.57744505539944,39.35111017836517,351.95,30.778240699364584,,,,346.752,337.12,
2025-10-14T13:35:00.000000,346.3,346.85,346.05,346.4,51590,ETERNAL,NaN,345.2097542532836,345.65222277763587,40.67919352766332,351.95,29.404696522131538,,,346.4,,,EXIT_SELL_SL
2025-10-14T13:40:00.000000,346.4,346.45,345.95,346.35,22254,ETERNAL,NaN,345.4378034026269,345.71565707057806,41.84452323136145,351.95,27.9989693509877,,,,,,
2025-10-14T13:45:00.000000,346.35,346.4,345.4,346.1,25520,ETERNAL,NaN,345.5702427221015,345.75059733688914,42.71215143743444,351.95,26.001567460412844,,,,,,
2025-10-14T13:50:00.000000,346.1,346.3,345.8,346.1,12960,ETERNAL,NaN,345.6761941776812,345.7823612153538,43.4971483857862,351.95,24.146837133450475,,,,,,
2025-10-14T13:55:00.000000,346.1,346.5,346.05,346.1,12302,ETERNAL,NaN,345.760955342145,345.8112374685034,44.20738372000921,351.95,22.680952434515028,,,,,,
2025-10-14T14:00:00.000000,346.1,346.35,345.85,346.2,5385,ETERNAL,NaN,345.848764273716,345.8465795168213,44.934866758701304,351.95,21.077534127401485,,,,,,
2025-10-14T14:05:00.000000,346.2,347.0,346.2,346.9,14018,ETERNAL,NaN,346.0590114189728,345.94234501529206,46.14566267403353,351.95,20.38064201209479,,,,,,
2025-10-14T14:10:00.000000,346.9,347.0,345.9,346.4,16976,ETERNAL,NaN,346.1272091351782,345.98395001390185,46.77542747354124,351.95,19.302632347861024,,,,,,
2025-10-14T14:15:00.000000,346.4,346.85,345.85,346.05,9239,ETERNAL,NaN,346.11176730814253,345.98995455809256,47.04322665309316,351.95,18.229178878472045,,,,,,
2025-10-14T14:20:00.000000,346.05,346.3,345.5,346.25,15599,ETERNAL,NaN,346.139413846514,346.0135950528114,47.45676437337025,351.95,17.126031714467945,,,,,,
2025-10-14T14:25:00.000000,346.25,346.35,346.05,346.25,19810,ETERNAL,NaN,346.1615310772112,346.0350864116467,47.83091754885904,351.95,16.026001042309296,,,,,,
2025-10-14T14:30:00.000000,346.25,346.8,346.2,346.8,12661,ETERNAL,NaN,346.28922486176896,346.10462401058794,48.642319891948226,351.95,15.41803869139413,,,,,,
2025-10-14T14:35:00.000000,346.8,347.4,346.55,346.95,44191,ETERNAL,NaN,346.42137988941516,346.1814763732618,49.49751717106411,351.95,15.615710706765368,,,,,,
2025-10-14T14:40:00.000000,346.95,347.35,346.95,347.25,17371,ETERNAL,NaN,346.58710391153215,346.27861488478345,50.509497552404525,351.95,15.799263292467232,,,,,,
2025-10-14T14:45:00.000000,347.25,347.55,347.0,347.55,27130,ETERNAL,NaN,346.7796831292257,346.3941953498031,51.65208259733944,351.95,16.219237492383023,,,,,,
2025-10-14T14:50:00.000000,347.55,347.55,347.25,347.45,6408,ETERNAL,NaN,346.91374650338054,346.4901775907301,52.56081086595202,351.95,16.609213535161974,,,,,,
2025-10-14T14:55:00.000000,347.45,348.5,347.45,348.5,48115,ETERNAL,NaN,347.23099720270443,346.67288871884557,54.092321087418156,351.95,18.036682073636374,,,,,,
2025-10-14T15:00:00.000000,348.45,348.5,347.7,347.75,34605,ETERNAL,NaN,347.33479776216353,346.77080792622326,54.63699373086693,351.95,19.362188573648318,,,,,,
2025-10-14T15:05:00.000000,347.75,348.0,347.6,347.8,28350,ETERNAL,NaN,347.42783820973085,346.8643708420211,55.164819659677384,351.95,20.371345264510403,,,,,,
2025-10-14T15:10:00.000000,347.8,347.8,347.4,347.6,21147,ETERNAL,NaN,347.4622705677847,346.9312462200192,55.425007525582316,351.95,20.86358983216214,,,,,,
2025-10-14T15:15:00.000000,347.65,348.5,347.65,347.9,72345,ETERNAL,NaN,347.54981645422777,347.019314745472,55.891898191546254,351.95,22.09764338576624,,,,,,
2025-10-14T15:20:00.000000,347.9,348.2,347.1,347.3,48415,ETERNAL,NaN,347.4998531633822,347.0448315867927,55.67894108031312,351.95,22.135216105105673,,,,,,
2025-10-14T15:25:00.000000,347.3,347.6,346.45,346.45,38755,ETERNAL,NaN,347.28988253070577,346.9907559879934,54.74856495333802,351.95,21.074563354578157,,,,,,
2025-10-15T09:15:00.000000,347.75,349.0,347.2,348.5,59064,ETERNAL,NaN,347.5319060245646,347.1279599890849,55.311591952839265,353.3,21.5789223862721,,,,,,
2025-10-15T09:20:00.000000,348.5,350.0,347.8,350.0,36402,ETERNAL,NaN,348.02552481965165,347.3890545355317,56.483691791583304,353.3,22.804264853127318,,,,,,
2025-10-15T09:25:00.000000,349.85,351.0,349.75,350.65,32936,ETERNAL,NaN,348.5504198557213,347.68550412321065,57.77931018037326,353.3,24.5418437962798,,,,,,
2025-10-15T09:30:00.000000,350.65,351.4,350.55,351.1,79117,ETERNAL,NaN,349.06033588457706,347.9959128392824,59.10477408940839,353.3,26.365831320681917,,,,,,
2025-10-15T09:35:00.000000,351.1,351.25,350.2,350.85,20471,ETERNAL,NaN,349.41826870766164,348.25537530843854,60.091105844932166,353.3,27.524521350474508,,,,,,
2025-10-15T09:40:00.000000,350.9,351.6,350.45,351.5,37788,ETERNAL,NaN,349.8346149661293,348.5503411894896,61.217024921920995,353.3,28.809619308495993,,,,,,
2025-10-15T09:45:00.000000,351.5,352.7,351.5,351.95,48019,ETERNAL,NaN,350.25769197290344,348.8594010813542,62.3867966077595,353.3,30.57586784992214,,,,,,
