date,open,high,low,close,volume
2025-08-20 09:15:00+05:30,1440.7,1451.7,1440.7,1451.7,191673
2025-08-20 09:20:00+05:30,1452.0,1454.9,1449.5,1454.6,86763
2025-08-20 09:25:00+05:30,1454.9,1462.4,1454.2,1462.1,199167
2025-08-20 09:30:00+05:30,1462.4,1465.8,1459.2,1460.3,133154
2025-08-20 09:35:00+05:30,1460.2,1461.5,1457.5,1458.4,100090
2025-08-20 09:40:00+05:30,1458.4,1465.0,1457.8,1463.5,170078
2025-08-20 09:45:00+05:30,1463.5,1465.0,1462.6,1464.4,76811
2025-08-20 09:50:00+05:30,1464.4,1465.6,1463.1,1464.9,90203
2025-08-20 09:55:00+05:30,1464.9,1465.0,1462.6,1464.9,72183
2025-08-20 10:00:00+05:30,1464.5,1468.8,1464.4,1468.0,118219
2025-08-20 10:05:00+05:30,1468.0,1469.9,1467.4,1468.4,129289
2025-08-20 10:10:00+05:30,1468.1,1471.9,1467.0,1471.9,110318
2025-08-20 10:15:00+05:30,1471.7,1473.8,1469.5,1472.6,279007
2025-08-20 10:20:00+05:30,1472.7,1478.0,1472.1,1477.4,475840
2025-08-20 10:25:00+05:30,1477.2,1479.0,1476.1,1477.9,267506
2025-08-20 10:30:00+05:30,1478.1,1478.6,1476.2,1477.8,486211
2025-08-20 10:35:00+05:30,1478.0,1481.0,1477.8,1480.0,154532
2025-08-20 10:40:00+05:30,1479.8,1481.9,1478.8,1480.7,431389
2025-08-20 10:45:00+05:30,1480.7,1482.6,1479.2,1481.0,118841
2025-08-20 10:50:00+05:30,1481.0,1482.9,1480.0,1480.9,99123
2025-08-20 10:55:00+05:30,1480.9,1481.3,1478.0,1478.6,97012
2025-08-20 11:00:00+05:30,1478.6,1480.8,1478.4,1480.6,49666
2025-08-20 11:05:00+05:30,1480.7,1481.4,1479.7,1480.0,40033
2025-08-20 11:10:00+05:30,1480.0,1480.5,1479.0,1480.0,36416
2025-08-20 11:15:00+05:30,1479.9,1480.5,1478.5,1479.0,37390
2025-08-20 11:20:00+05:30,1478.5,1480.5,1478.0,1479.4,93543
2025-08-20 11:25:00+05:30,1479.3,1480.5,1479.2,1480.2,35734
2025-08-20 11:30:00+05:30,1480.2,1482.3,1480.2,1481.9,61260
2025-08-20 11:35:00+05:30,1482.0,1482.9,1480.9,1482.0,60446
2025-08-20 11:40:00+05:30,1482.0,1484.3,1481.4,1484.2,160754
2025-08-20 11:45:00+05:30,1484.5,1484.9,1482.3,1483.5,111794
