date,open,high,low,close,volume
2025-08-20 09:15:00+05:30,993.5,995.0,991.8,991.8,283586
2025-08-20 09:20:00+05:30,991.5,992.9,990.8,992.2,162202
2025-08-20 09:25:00+05:30,992.0,992.7,991.5,992.0,71484
2025-08-20 09:30:00+05:30,992.0,993.0,991.8,992.7,71122
2025-08-20 09:35:00+05:30,992.8,992.8,991.8,992.2,95414
2025-08-20 09:40:00+05:30,992.2,992.8,991.4,992.2,206154
2025-08-20 09:45:00+05:30,992.2,992.8,992.2,992.6,68618
2025-08-20 09:50:00+05:30,992.5,992.8,991.2,991.5,284514
2025-08-20 09:55:00+05:30,991.2,992.0,989.5,991.8,201658
2025-08-20 10:00:00+05:30,991.9,993.0,991.6,992.8,85172
2025-08-20 10:05:00+05:30,992.7,992.9,992.2,992.5,64280
2025-08-20 10:10:00+05:30,992.5,993.2,992.4,993.2,67132
2025-08-20 10:15:00+05:30,993.2,993.6,992.4,992.6,165596
2025-08-20 10:20:00+05:30,992.7,992.9,991.7,992.2,94152
2025-08-20 10:25:00+05:30,992.2,992.4,991.5,992.0,149008
2025-08-20 10:30:00+05:30,992.0,992.4,991.7,992.2,72468
2025-08-20 10:35:00+05:30,992.2,992.6,992.0,992.0,66246
2025-08-20 10:40:00+05:30,992.0,992.3,991.0,991.4,141164
2025-08-20 10:45:00+05:30,991.4,991.6,991.2,991.5,44986
2025-08-20 10:50:00+05:30,991.2,991.6,990.0,990.2,283134
2025-08-20 10:55:00+05:30,990.4,991.0,989.6,990.0,110894
2025-08-20 11:00:00+05:30,990.0,990.6,989.8,990.2,223214
2025-08-20 11:05:00+05:30,990.1,991.3,990.1,991.0,62182
2025-08-20 11:10:00+05:30,990.6,991.6,990.6,991.6,81436
2025-08-20 11:15:00+05:30,991.4,991.8,990.8,990.8,118696
2025-08-20 11:20:00+05:30,990.9,991.2,990.6,990.8,124158
2025-08-20 11:25:00+05:30,990.6,991.2,990.6,991.2,58456
2025-08-20 11:30:00+05:30,991.2,991.4,990.9,990.9,49934
2025-08-20 11:35:00+05:30,990.9,991.2,990.6,990.8,49252
2025-08-20 11:40:00+05:30,990.8,991.0,990.6,990.9,48856
2025-08-20 11:45:00+05:30,990.9,991.3,990.8,991.0,49026
2025-08-20 11:50:00+05:30,991.0,991.5,990.9,991.0,41034
2025-08-20 11:55:00+05:30,991.0,991.6,990.9,991.4,63160
2025-08-20 12:00:00+05:30,991.4,991.8,990.8,990.8,126038
2025-08-20 12:05:00+05:30,990.8,991.0,990.3,990.6,231134
2025-08-20 12:10:00+05:30,990.6,991.4,990.0,991.1,315128
2025-08-20 12:15:00+05:30,991.1,991.6,990.3,990.8,122424
2025-08-20 12:20:00+05:30,990.6,991.2,990.4,991.0,48382
2025-08-20 12:25:00+05:30,991.0,991.7,990.8,990.8,78414
2025-08-20 12:30:00+05:30,990.8,991.3,990.5,991.2,70916
2025-08-20 12:35:00+05:30,991.2,991.6,991.0,991.4,81704
2025-08-20 12:40:00+05:30,991.4,991.5,990.8,991.2,91180
2025-08-20 12:45:00+05:30,991.2,991.7,990.8,991.6,74404
2025-08-20 12:50:00+05:30,991.5,992.5,991.2,992.4,158648
2025-08-20 12:55:00+05:30,992.4,992.5,992.0,992.4,117184
2025-08-20 13:00:00+05:30,992.4,992.8,992.2,992.6,107244
2025-08-20 13:05:00+05:30,992.6,993.0,991.5,991.7,116510
2025-08-20 13:10:00+05:30,991.7,993.0,991.5,992.7,131712
2025-08-20 13:15:00+05:30,992.7,994.0,992.0,993.6,189294
2025-08-20 13:20:00+05:30,993.6,994.0,992.3,993.2,138394
2025-08-20 13:25:00+05:30,993.2,993.2,992.0,992.4,71352
2025-08-20 13:30:00+05:30,992.4,993.7,992.3,993.2,65156
2025-08-20 13:35:00+05:30,993.2,993.9,993.2,993.7,61650
2025-08-20 13:40:00+05:30,993.5,993.8,993.1,993.7,102986
2025-08-20 13:45:00+05:30,993.5,994.4,993.1,994.3,220100
2025-08-20 13:50:00+05:30,994.2,994.9,994.2,994.5,50880
2025-08-20 13:55:00+05:30,994.4,995.0,994.0,995.0,80790
2025-08-20 14:00:00+05:30,995.0,996.0,994.5,995.7,143182
2025-08-20 14:05:00+05:30,995.6,995.8,995.0,995.2,76392
2025-08-20 14:10:00+05:30,995.2,996.0,995.0,995.1,166304
2025-08-20 14:15:00+05:30,995.1,995.5,995.0,995.0,65086
2025-08-20 14:20:00+05:30,995.2,995.4,993.8,994.0,128764
2025-08-20 14:25:00+05:30,994.0,994.1,993.0,993.0,114060
2025-08-20 14:30:00+05:30,993.3,993.6,992.1,993.6,290252
2025-08-20 14:35:00+05:30,993.6,993.6,993.2,993.5,104570
2025-08-20 14:40:00+05:30,993.5,993.6,992.8,993.2,147456
2025-08-20 14:45:00+05:30,993.2,993.7,992.6,993.5,178710
2025-08-20 14:50:00+05:30,993.4,995.0,993.2,995.0,211932
2025-08-20 14:55:00+05:30,995.0,995.4,994.4,994.8,151120
2025-08-20 15:00:00+05:30,994.8,994.8,993.4,993.6,192952
2025-08-20 15:05:00+05:30,993.6,994.2,993.6,994.1,190646
2025-08-20 15:10:00+05:30,994.1,994.2,993.6,993.8,176846
2025-08-20 15:15:00+05:30,993.7,994.2,993.6,994.1,216716
2025-08-20 15:20:00+05:30,994.2,995.1,994.0,994.7,323038
2025-08-20 15:25:00+05:30,994.6,995.1,993.0,994.2,259354
2025-08-21 09:15:00+05:30,998.8,998.8,992.6,993.3,731386
2025-08-21 09:20:00+05:30,993.3,994.6,993.2,993.7,153478
2025-08-21 09:25:00+05:30,993.7,994.2,993.6,993.7,93726
2025-08-21 09:30:00+05:30,993.6,994.0,993.0,993.0,189040
2025-08-21 09:35:00+05:30,993.0,993.4,991.7,991.9,213026
2025-08-21 09:40:00+05:30,991.8,992.8,991.6,992.2,173404
2025-08-21 09:45:00+05:30,992.2,994.2,992.2,994.2,259128
2025-08-21 09:50:00+05:30,994.1,994.5,993.6,994.0,175718
2025-08-21 09:55:00+05:30,994.0,995.4,994.0,994.8,182136
2025-08-21 10:00:00+05:30,994.8,997.0,994.8,996.8,190432
2025-08-21 10:05:00+05:30,996.8,997.2,996.0,996.1,92128
2025-08-21 10:10:00+05:30,996.0,996.4,995.4,996.0,142554
2025-08-21 10:15:00+05:30,996.0,996.2,995.4,996.2,74742
2025-08-21 10:20:00+05:30,996.2,996.4,995.8,996.1,39448
2025-08-21 10:25:00+05:30,996.1,996.2,995.8,996.0,53688
2025-08-21 10:30:00+05:30,996.0,996.8,996.0,996.6,88962
2025-08-21 10:35:00+05:30,996.6,997.0,996.2,996.3,77208
2025-08-21 10:40:00+05:30,996.4,996.8,996.1,996.2,35090
2025-08-21 10:45:00+05:30,996.2,996.2,995.4,996.0,206092
2025-08-21 10:50:00+05:30,996.0,996.0,995.6,995.6,37390
2025-08-21 10:55:00+05:30,995.8,996.0,995.5,996.0,34662
2025-08-21 11:00:00+05:30,996.0,996.3,995.5,995.6,47924
2025-08-21 11:05:00+05:30,995.6,996.0,995.4,995.5,40382
2025-08-21 11:10:00+05:30,995.5,995.7,995.4,995.6,32280
2025-08-21 11:15:00+05:30,995.6,996.2,995.5,996.1,50110
2025-08-21 11:20:00+05:30,996.0,996.4,996.0,996.2,53768
2025-08-21 11:25:00+05:30,996.4,996.4,995.6,996.0,59032
2025-08-21 11:30:00+05:30,995.8,996.2,995.7,996.0,61654
2025-08-21 11:35:00+05:30,996.0,996.1,995.8,996.0,30638
2025-08-21 11:40:00+05:30,996.0,996.5,995.8,996.2,64986
2025-08-21 11:45:00+05:30,996.2,996.2,995.2,995.4,80378
2025-08-21 11:50:00+05:30,995.4,995.8,995.2,995.4,42796
