date,open,high,low,close,volume
2025-08-20 09:15:00+05:30,1413.0,1416.0,1411.0,1414.6,249813
2025-08-20 09:20:00+05:30,1414.4,1417.3,1414.1,1414.7,104320
2025-08-20 09:25:00+05:30,1414.6,1415.3,1411.9,1412.5,117568
2025-08-20 09:30:00+05:30,1412.5,1416.4,1411.5,1416.4,155476
2025-08-20 09:35:00+05:30,1416.4,1417.9,1416.0,1417.1,120491
2025-08-20 09:40:00+05:30,1417.3,1419.0,1417.0,1418.5,133182
2025-08-20 09:45:00+05:30,1418.7,1421.8,1418.6,1421.7,133705
2025-08-20 09:50:00+05:30,1421.6,1423.0,1420.2,1421.7,147090
2025-08-20 09:55:00+05:30,1421.8,1421.8,1419.0,1421.6,124163
2025-08-20 10:00:00+05:30,1421.7,1421.8,1420.0,1420.7,98638
2025-08-20 10:05:00+05:30,1420.7,1420.8,1419.1,1419.8,71728
2025-08-20 10:10:00+05:30,1419.8,1421.0,1418.9,1420.1,119969
2025-08-20 10:15:00+05:30,1420.0,1424.9,1420.0,1424.2,237752
2025-08-20 10:20:00+05:30,1424.3,1424.4,1421.9,1422.9,151534
2025-08-20 10:25:00+05:30,1422.7,1423.0,1421.9,1422.4,92787
2025-08-20 10:30:00+05:30,1422.3,1422.9,1421.3,1422.6,74295
2025-08-20 10:35:00+05:30,1422.4,1423.6,1422.1,1422.6,106450
2025-08-20 10:40:00+05:30,1422.7,1423.0,1420.0,1422.6,189216
2025-08-20 10:45:00+05:30,1422.6,1422.9,1421.6,1422.8,114211
2025-08-20 10:50:00+05:30,1422.7,1422.9,1420.4,1421.3,108773
2025-08-20 10:55:00+05:30,1421.3,1421.6,1420.2,1421.2,123001
2025-08-20 11:00:00+05:30,1421.2,1422.0,1420.7,1422.0,93525
2025-08-20 11:05:00+05:30,1422.0,1423.2,1421.9,1422.8,141505
2025-08-20 11:10:00+05:30,1422.7,1423.0,1420.5,1422.9,168730
2025-08-20 11:15:00+05:30,1423.0,1423.0,1420.9,1420.9,203481
2025-08-20 11:20:00+05:30,1421.0,1421.5,1420.0,1420.5,172601
2025-08-20 11:25:00+05:30,1420.2,1421.0,1419.7,1420.0,203333
2025-08-20 11:30:00+05:30,1420.0,1420.2,1416.8,1419.1,143842
2025-08-20 11:35:00+05:30,1419.1,1419.8,1419.0,1419.4,81323
